customer_id,first_name,last_name,email,phone,city,registration_date,loyalty_tier,birth_year
3592,Väino,Paju,vaino.paju@outlook.com,+372 8868 0197,Kuressaare,2021-05-22,gold,1990
3593,Marika,Kuusk,,+372 5296 1456,Tallinn,2024-03-05,bronze,1963
3594,Ants,Kaalep,ants.kaalep@telia.ee,+372 5145 1864,Tallinn,2023-12-09,bronze,2000
3595,Liis,Puusepp,liis.puusepp@outlook.com,+372 5780 2212,Tartu,2024-07-21,,1987
3596,Väino,Aas,vaino.aas@yahoo.com,+372 5234 3605,Tallinn,2021-03-12,gold,1997
3597,Pille,Kivi,pille.kivi@yahoo.com,+372 5748 8026,Valga,2020-10-04,silver,1984
3598,Ago,Nurk,ago.nurk@hot.ee,+372 8324 3605,Pärnu,2024-01-13,bronze,1983
3599,Olev,Lepp,olev.lepp@mail.ee,+372 5904 5226,Tallinn,2022-05-24,,2002
3600,Kalev,Mägi,kalev.magi2@yahoo.com,+372 5112 1089,Tartu,2024-04-05,gold,1975
3601,Reet,Nõmm,reet.nomm@gmail.com,+372 5637 5024,Narva,2024-06-12,bronze,1983
3602,Karin,Paas,karin.paas@outlook.com,+372 5901 6171,Pärnu,2023-11-09,silver,1966
3603,Tarmo,Rosin,tarmo.rosin@telia.ee,+372 8483 5079,Tallinn,2020-08-31,,1997
3604,Marko,Nõmm,marko.nomm@mail.ee,+372 8635 7391,Tallinn,2023-03-04,gold,1971
3605,Anu,Kuusik,anu.kuusik@mail.ee,+372 8291 0405,Tallinn,2020-02-05,,1982
3606,Rain,Kuusik,rain.kuusik@telia.ee,+372 5334 9712,Narva,2022-01-03,gold,1981
3607,Lea,Raud,lea.raud@gmail.com,+372 5510 4341,Kuressaare,2023-07-11,,1975
3608,Tarmo,Sepp,tarmo.sepp@outlook.com,+372 8944 8067,Haapsalu,2022-05-18,silver,1969
3609,Indrek,Puusepp,indrek.puusepp2@hot.ee,+372 5524 7302,Tallinn,2022-05-08,silver,1971
3610,Grete,Koppel,,+372 8118 3510,Kuressaare,2023-05-10,gold,1999
3611,Sirje,Koppel,sirje.koppel@hot.ee,+372 5361 1018,Rakvere,2022-05-30,gold,1987
3612,Mihkel,Mägi,mihkel.magi@hot.ee,+372 5204 2482,Tallinn,2024-02-18,silver,1999
3613,Liis,Paju,liis.paju@outlook.com,+372 5401 1813,Tallinn,2020-09-22,,1985
3614,Ülle,Kuusik,,+372 8951 1486,Haapsalu,2020-01-18,gold,1989
3615,Andres,Männik,andres.mannik@gmail.com,+372 5740 9569,Tallinn,2023-07-10,silver,1986
3616,Kersti,Lepik,kersti.lepik@telia.ee,+372 5451 4949,Tartu,2020-04-22,,1967
3617,Jaak,Kull,jaak.kull@gmail.com,+372 5881 5373,Tallinn,2021-07-30,silver,1963
3618,Tiina,Pärn,tiina.parn@gmail.com,+372 5632 2997,Tartu,2020-08-23,gold,1998
3619,Ants,Roots,ants.roots@telia.ee,+372 8755 1906,Tartu,2023-07-01,silver,1991
3620,Andres,Toom,andres.toom@mail.ee,+372 5502 8280,Jõhvi,2020-07-27,gold,1971
3621,Karin,Vaher,karin.vaher@telia.ee,+372 8682 6597,Pärnu,2020-03-20,silver,1982
3622,Annika,Rosin,,+372 5243 2491,Pärnu,2022-04-03,silver,1985
3623,Olev,Sild,olev.sild@yahoo.com,+372 8997 8095,Haapsalu,2025-02-25,bronze,1966
3624,Elis,Mitt,elis.mitt@telia.ee,+372 8952 5149,Tallinn,2020-05-23,silver,1963
3625,Laura,Männik,laura.mannik@gmail.com,+372 5145 5063,Tallinn,2024-11-19,,1962
3626,Katrin,Kõiv,katrin.koiv@gmail.com,+372 8432 1240,Tartu,2023-01-15,,1970
3627,Mihkel,Roots,mihkel.roots@telia.ee,+372 5113 4847,Tartu,2021-11-11,bronze,2000
3628,Kristjan,Järv,kristjan.jarv@hot.ee,+372 8999 1946,Pärnu,2022-02-24,,1986
3629,Jaak,Värk,jaak.vark@telia.ee,+372 8964 8771,Tallinn,2020-07-22,bronze,1973
3630,Heli,Puusepp,heli.puusepp@hot.ee,+372 8436 3565,Tartu,2023-12-28,bronze,1995
3631,Hille,Aas,hille.aas@telia.ee,+372 5887 1642,Võru,2023-12-19,bronze,2000
3632,Margus,Rosin,margus.rosin@outlook.com,+372 5346 1834,Tallinn,2020-04-14,,1993
3633,Heli,Põld,heli.pold@mail.ee,+372 5210 2341,Tartu,2022-06-20,,1995
3634,Taavi,Kangur,taavi.kangur@telia.ee,+372 5597 0643,Rakvere,2024-07-19,bronze,1992
3635,Siim,Raid,,+372 5566 1338,Pärnu,2021-01-13,silver,2005
3636,Laura,Toom,laura.toom@mail.ee,+372 8227 6713,Tallinn,2022-04-15,,1991
3637,Aivar,Põld,aivar.pold@hot.ee,+372 5270 9521,Tallinn,2021-01-22,,1976
3638,Elis,Sild,elis.sild@outlook.com,+372 5180 3848,Tallinn,2022-06-10,,1984
3639,Indrek,Liiv,indrek.liiv@gmail.com,+372 8291 6721,Tallinn,2024-10-28,bronze,1979
3640,Aivar,Laas,aivar.laas@hot.ee,+372 8660 8608,Tartu,2024-03-18,gold,1987
3641,Triin,Järv,triin.jarv@telia.ee,+372 5870 3243,Rakvere,2021-10-16,bronze,1961
3642,Kevin,Roots,kevin.roots@gmail.com,+372 5802 0404,Viljandi,2023-07-06,gold,1967
3643,Mart,Liiv,mart.liiv@yahoo.com,+372 5371 1181,Tallinn,2023-02-20,gold,1985
3644,Mihkel,Sild,,+372 5565 9781,Tartu,2021-10-15,,2005
3645,Katrin,Nurk,katrin.nurk@hot.ee,+372 5143 7848,Tartu,2022-04-11,gold,1960
3646,Ülle,Valk,ulle.valk@mail.ee,+372 8817 9920,Tartu,2022-08-14,gold,1969
3647,Ants,Teder,ants.teder@hot.ee,+372 8326 5406,Tallinn,2021-06-17,,1964
3648,Erkki,Ilves,erkki.ilves@outlook.com,+372 5496 2376,Tartu,2021-10-29,silver,2003
3649,Lea,Salu,lea.salu@hot.ee,+372 5178 2182,Võru,2022-09-24,,1971
3650,Toomas,Vaher,toomas.vaher@outlook.com,+372 5976 9581,Tallinn,2023-04-09,,1986
3651,Lauri,Kukk,lauri.kukk@telia.ee,+372 8847 0732,Pärnu,2023-12-19,silver,1983
3652,Urmas,Talvik,urmas.talvik@outlook.com,+372 5396 2092,Tallinn,2025-01-29,silver,1988
3653,Olev,Ilves,olev.ilves@telia.ee,+372 5466 8870,Tartu,2025-01-03,bronze,1990
3654,Kersti,Kõiv,kersti.koiv@telia.ee,+372 5341 1192,Tartu,2022-05-12,bronze,2005
3655,Kristiina,Tamm,kristiina.tamm@yahoo.com,+372 8590 6767,Võru,2020-09-08,,1965
3656,Raivo,Rebane,raivo.rebane@outlook.com,+372 8825 7973,Tallinn,2020-03-14,bronze,1986
3657,Triin,Roots,triin.roots@outlook.com,+372 5445 5745,Jõhvi,2022-04-30,bronze,1994
3658,Rein,Sild,rein.sild@telia.ee,+372 5422 4737,Tallinn,2024-05-01,silver,1978
3659,Liina,Mägi,liina.magi@gmail.com,+372 5169 7565,Tallinn,2021-02-16,gold,1997
3660,Eha,Liiv,eha.liiv@hot.ee,+372 5316 7004,Jõhvi,2023-06-10,silver,2000
3661,Katrin,Raud,katrin.raud@outlook.com,+372 5344 9303,Pärnu,2022-12-09,silver,1965
3662,Arvo,Kull,arvo.kull3@hot.ee,+372 5174 8901,Narva,2024-06-27,,1971
3663,Taavi,Paju,taavi.paju@yahoo.com,+372 5694 1741,Pärnu,2020-12-09,silver,1995
3664,Heli,Kuusk,heli.kuusk@mail.ee,+372 8422 5787,Tallinn,2023-03-22,silver,1990
3665,Kalev,Kallas,kalev.kallas@gmail.com,+372 5489 5452,Kuressaare,2020-11-06,silver,1973
3666,Nele,Paas,nele.paas@outlook.com,+372 5727 8147,Tallinn,2020-03-20,bronze,1960
3667,Lea,Mitt,lea.mitt@mail.ee,+372 8232 8513,Tartu,2023-01-24,silver,2001
3668,Tiit,Paju,tiit.paju@mail.ee,+372 5363 5610,Pärnu,2022-10-07,,2003
3669,Raivo,Koppel,raivo.koppel2@yahoo.com,+372 5797 7069,Tallinn,2023-04-29,,2005
3670,Reet,Lepik,reet.lepik@hot.ee,+372 5458 1831,Haapsalu,2024-10-23,bronze,1963
3671,Rein,Kivi,rein.kivi@gmail.com,+372 5555 9356,Tallinn,2024-04-28,,1998
3672,Taavi,Liiv,taavi.liiv@gmail.com,+372 5827 6530,Haapsalu,2022-04-21,silver,1983
3673,Kaido,Kukk,,+372 8691 6301,Haapsalu,2020-08-24,,2004
3674,Grete,Salu,grete.salu2@telia.ee,+372 5933 7222,Tallinn,2022-07-06,gold,1978
3675,Heli,Roots,heli.roots@outlook.com,+372 5645 1698,Tartu,2023-10-15,bronze,1984
3676,Tiina,Pihl,tiina.pihl@gmail.com,+372 8914 8062,Jõhvi,2023-04-16,silver,1977
3677,Ragnar,Paju,ragnar.paju@gmail.com,+372 5135 6559,Tartu,2024-06-09,bronze,1963
3678,Tõnu,Luik,tonu.luik2@telia.ee,+372 5518 6116,Tartu,2021-02-07,gold,1986
3679,Madis,Lepik,madis.lepik@telia.ee,+372 5711 2264,Tallinn,2020-10-15,gold,1974
3680,Aivar,Kuusk,aivar.kuusk@telia.ee,+372 5802 4043,Tallinn,2023-06-27,,1972
3681,Jaak,Sild,,+372 5682 0798,Pärnu,2022-09-17,bronze,2002
3682,Kristjan,Laas,kristjan.laas@hot.ee,+372 5136 4902,Tallinn,2021-12-06,gold,1966
3683,Kaido,Pihl,kaido.pihl@outlook.com,+372 5550 0909,Pärnu,2024-12-20,,1989
3684,Lauri,Talvik,lauri.talvik@mail.ee,+372 5887 8011,Tallinn,2022-06-06,bronze,1983
3685,Heli,Mägi,heli.magi@yahoo.com,+372 5462 6960,Narva,2021-05-13,silver,1988
3686,Terje,Salu,terje.salu@gmail.com,+372 5840 0205,Tallinn,2023-10-20,,2003
3687,Ene,Kuusik,ene.kuusik@gmail.com,+372 5413 9061,Tallinn,2022-01-19,silver,1993
3688,Tõnu,Must,tonu.must@gmail.com,+372 5994 0896,Tallinn,2022-04-07,,1991
3689,Olev,Kangur,olev.kangur@telia.ee,+372 8519 3791,Valga,2021-04-23,,1980
3690,Maie,Tamm,maie.tamm@gmail.com,+372 5441 6989,Tallinn,2024-04-14,,1972
3691,Anna,Liiv,anna.liiv@gmail.com,+372 8242 9186,Jõhvi,2024-10-17,bronze,1984
3692,Väino,Sild,vaino.sild@yahoo.com,+372 5714 4105,Tallinn,2022-06-23,bronze,1968
3693,Külli,Must,kulli.must@hot.ee,+372 5782 7667,Tartu,2024-02-28,bronze,1998
3694,Aivar,Salu,aivar.salu@mail.ee,+372 5873 8340,Tallinn,2023-07-01,gold,1971
3695,Kati,Puusepp,kati.puusepp@hot.ee,+372 5374 7865,Tallinn,2020-11-05,,1981
3696,Tiina,Järv,tiina.jarv@mail.ee,+372 5514 9999,Tallinn,2022-05-17,,1985
3697,Andres,Kuusik,andres.kuusik@mail.ee,+372 5342 7658,Tallinn,2022-11-09,silver,1989
3698,Tiina,Teder,tiina.teder@mail.ee,+372 5187 9667,Narva,2020-12-25,gold,1991
3699,Marko,Pihl,marko.pihl@outlook.com,+372 5888 7611,Tartu,2023-04-09,,1973
3700,Liina,Valk,liina.valk@outlook.com,+372 5417 4675,Pärnu,2021-11-09,,1964
3701,Tarmo,Tammik,tarmo.tammik@outlook.com,+372 5464 8094,Tallinn,2020-02-22,gold,1997
3702,Väino,Tammik,,+372 5310 0871,Tartu,2022-03-04,gold,2004
3703,Liina,Lõhmus,liina.lohmus@gmail.com,+372 8237 5559,Tallinn,2022-11-09,bronze,1978
3704,Kaido,Kuusik,kaido.kuusik@yahoo.com,+372 5577 8064,Tallinn,2020-03-27,,1961
3705,Grete,Paju,grete.paju@telia.ee,+372 5672 1842,Tartu,2020-05-26,gold,2003
3706,Anna,Pihl,anna.pihl@yahoo.com,+372 5397 0651,Tartu,2024-09-08,,2001
3707,Anu,Toom,anu.toom@telia.ee,+372 5847 1472,Tartu,2021-03-23,silver,1989
3708,Tarmo,Kukk,tarmo.kukk2@outlook.com,+372 5837 9910,Tartu,2021-10-01,gold,2000
3709,Peeter,Org,,+372 5616 2113,Jõhvi,2022-06-21,,1997
3710,Liina,Kask,liina.kask@hot.ee,+372 8858 5378,Tallinn,2021-01-11,,2003
3711,Väino,Paju,vaino.paju@yahoo.com,+372 8454 7973,Tartu,2023-07-28,,1966
3712,Indrek,Mägi,indrek.magi@telia.ee,+372 5526 8560,Viljandi,2021-02-25,gold,1999
3713,Marika,Kõiv,,+372 8644 2429,Tallinn,2022-07-13,bronze,2000
3714,Meelis,Raid,meelis.raid@gmail.com,+372 8723 8878,Tallinn,2021-08-22,,1961
3715,Maie,Kaalep,maie.kaalep@telia.ee,+372 8438 9195,Pärnu,2023-05-29,,1993
3716,Jüri,Salu,juri.salu2@yahoo.com,+372 5519 1608,Tartu,2023-01-02,,1996
3717,Heino,Lepik,heino.lepik@yahoo.com,+372 5252 0774,Narva,2023-10-02,,1992
3718,Kevin,Orav,kevin.orav@mail.ee,+372 5248 9396,Rakvere,2021-10-02,gold,1965
3719,Anna,Puusepp,anna.puusepp@hot.ee,+372 8413 1233,Haapsalu,2022-10-01,silver,1966
3720,Grete,Puusepp,grete.puusepp@hot.ee,+372 5543 9982,Tallinn,2023-06-10,,1986
3721,Heino,Roots,heino.roots@telia.ee,+372 5270 5130,Tallinn,2023-07-31,silver,1988
3722,Ago,Kull,ago.kull@yahoo.com,+372 5159 7764,Pärnu,2023-09-06,bronze,1993
3723,Marika,Lass,marika.lass@outlook.com,+372 5813 5124,Pärnu,2022-04-13,silver,1983
3724,Madis,Teder,,+372 8779 3540,Tartu,2024-04-17,,1989
3725,Anu,Paas,anu.paas@outlook.com,+372 5856 4186,Tallinn,2024-09-23,bronze,1977
3726,Sandra,Roots,,+372 5112 1099,Tallinn,2020-07-11,silver,1966
3727,Tiit,Kangur,tiit.kangur@hot.ee,+372 5768 0214,Viljandi,2024-11-15,,1974
3728,Kristiina,Kull,,+372 8315 1503,Tallinn,2020-06-02,,1969
3729,Annika,Must,annika.must@mail.ee,+372 5582 0424,Viljandi,2021-12-13,gold,1960
3730,Tarmo,Kuusik,tarmo.kuusik@outlook.com,+372 5421 0436,Valga,2022-06-27,,1972
3731,Raivo,Org,raivo.org@telia.ee,+372 5555 6551,Tallinn,2023-10-31,,1969
3732,Olev,Sild,,+372 8621 5866,Pärnu,2023-04-17,silver,1987
3733,Priit,Aas,priit.aas@yahoo.com,+372 8417 1659,Narva,2023-12-22,silver,2002
3734,Pille,Koppel,pille.koppel@mail.ee,+372 8379 8263,Tallinn,2022-12-25,gold,1987
3735,Tõnu,Luik,,+372 5519 9532,Pärnu,2022-10-11,bronze,1961
3736,Sandra,Kallas,sandra.kallas@hot.ee,+372 8896 1437,Haapsalu,2025-01-17,bronze,1966
3737,Sandra,Aas,sandra.aas@telia.ee,+372 5424 7514,Tallinn,2022-07-01,silver,1978
3738,Aili,Rosin,aili.rosin@telia.ee,+372 8521 3952,Tartu,2023-08-24,silver,1995
3739,Kadri,Orav,kadri.orav2@yahoo.com,+372 5524 5212,Tallinn,2025-02-14,,2002
3740,Anu,Nurk,anu.nurk@hot.ee,+372 5961 4818,Tartu,2023-10-28,bronze,1969
3741,Peeter,Veski,peeter.veski2@outlook.com,+372 5149 8962,Tallinn,2023-12-01,bronze,1987
3742,Katrin,Rebane,katrin.rebane@outlook.com,+372 5970 6190,Võru,2021-10-18,,1983
3743,Tiina,Kukk,tiina.kukk2@mail.ee,+372 8940 2532,Tartu,2022-08-26,silver,1983
3744,Ülle,Kuusik,ulle.kuusik@hot.ee,+372 5594 3539,Jõhvi,2021-01-20,bronze,1964
3745,Tõnu,Mägi,tonu.magi@telia.ee,+372 5282 1074,Tartu,2020-10-17,bronze,1987
3746,Ants,Kull,ants.kull@mail.ee,+372 5791 3955,Tartu,2022-01-28,gold,1967
3747,Lauri,Rosin,lauri.rosin@hot.ee,+372 5443 5894,Tartu,2021-03-29,gold,1966
3748,Taavi,Kuusk,taavi.kuusk@telia.ee,+372 5801 3555,Tallinn,2022-01-23,gold,1986
3749,Ago,Hurt,ago.hurt@gmail.com,+372 5667 2936,Tallinn,2024-02-14,,1985
3750,Hille,Lõoke,,+372 8640 4407,Tartu,2020-04-26,,1963
3751,Väino,Raud,vaino.raud@yahoo.com,+372 8681 2300,Tallinn,2021-03-27,silver,1968
3752,Kersti,Järv,,+372 5905 9519,Viljandi,2023-07-29,silver,1986
3753,Kristjan,Sepp,kristjan.sepp@gmail.com,+372 5580 7450,Valga,2024-10-04,gold,1967
3754,Lauri,Mets,lauri.mets@telia.ee,+372 5564 4664,Tallinn,2022-06-01,,2000
3755,Aili,Liiv,aili.liiv@hot.ee,+372 5833 6033,Tartu,2021-01-29,,1997
3756,Rein,Nõmm,rein.nomm@hot.ee,+372 8592 2495,Haapsalu,2020-04-01,,1967
3757,Maie,Kangur,maie.kangur@yahoo.com,+372 8377 0430,Pärnu,2024-12-12,,1965
3758,Eha,Org,eha.org@outlook.com,+372 5873 6697,Tallinn,2020-06-07,,1974
3759,Tarmo,Kukk,tarmo.kukk@telia.ee,+372 5835 1717,Tartu,2023-05-07,silver,1963
3760,Madis,Värk,madis.vark@telia.ee,+372 8777 0185,Tartu,2020-11-13,gold,1982
3761,Rein,Paju,rein.paju@mail.ee,+372 8223 6691,Pärnu,2021-01-19,,1988
3762,Kati,Mägi,kati.magi@telia.ee,+372 5750 3576,Viljandi,2020-04-10,bronze,1967
3763,Eha,Kangur,eha.kangur@telia.ee,+372 5153 9085,Haapsalu,2022-02-15,,1989
3764,Katrin,Kivi,,+372 8305 4164,Pärnu,2020-02-19,,1970
3765,Aili,Teder,aili.teder@mail.ee,+372 5382 6427,Tallinn,2022-08-24,bronze,1997
3766,Andres,Oja,andres.oja@hot.ee,+372 5998 3360,Tallinn,2021-03-27,gold,1983
3767,Tarmo,Kaalep,tarmo.kaalep2@mail.ee,+372 5133 8735,Tartu,2022-03-14,,1962
3768,Karin,Sepp,karin.sepp@telia.ee,+372 8119 5682,Tallinn,2023-02-19,silver,1988
3769,Anna,Luik,anna.luik@hot.ee,+372 5310 9100,Tartu,2023-05-19,silver,1972
3770,Lauri,Männik,lauri.mannik@gmail.com,+372 5520 7101,Tartu,2020-11-16,gold,1989
3771,Ago,Kukk,ago.kukk@mail.ee,+372 5955 5949,Tartu,2023-10-30,bronze,1996
3772,Piret,Aas,piret.aas@hot.ee,+372 5370 8060,Narva,2023-09-13,bronze,1995
3773,Toomas,Lepp,toomas.lepp@gmail.com,+372 5795 5320,Tallinn,2022-08-06,,1970
3774,Annika,Sepp,annika.sepp@yahoo.com,+372 5812 2847,Tartu,2023-02-19,bronze,2003
3775,Väino,Kuusik,vaino.kuusik@gmail.com,+372 5453 1555,Narva,2020-04-18,gold,1976
3776,Siim,Kangur,siim.kangur@hot.ee,+372 5174 1430,Tallinn,2021-08-20,,1995
3777,Marika,Aas,marika.aas@outlook.com,+372 8285 1143,Viljandi,2022-05-23,silver,1997
3778,Kalev,Kask,kalev.kask@outlook.com,+372 5513 7125,Tallinn,2021-03-15,,1989
3779,Madis,Kivi,madis.kivi@telia.ee,+372 5254 3134,Viljandi,2024-07-08,,1964
3780,Kadri,Mets,kadri.mets@yahoo.com,+372 5109 1445,Tartu,2021-06-28,gold,1970
3781,Eha,Orav,eha.orav@telia.ee,+372 8490 5344,Paide,2024-08-15,bronze,1972
3782,Kristiina,Sepp,kristiina.sepp@telia.ee,+372 5625 0043,Haapsalu,2021-10-03,silver,1985
3783,Lea,Kukk,lea.kukk@mail.ee,+372 5673 4129,Tallinn,2024-03-05,silver,1977
3784,Liina,Roots,liina.roots@yahoo.com,+372 5384 4701,Tallinn,2022-05-13,bronze,1975
3785,Toomas,Lill,toomas.lill@telia.ee,+372 5168 7753,Tartu,2023-08-01,silver,1961
3786,Reet,Kull,reet.kull@gmail.com,+372 5685 0516,Tallinn,2024-08-10,bronze,1970
3787,Aili,Saar,aili.saar@mail.ee,+372 8300 5546,Tartu,2021-07-12,silver,1998
3788,Terje,Laas,terje.laas@outlook.com,+372 5297 2666,Tartu,2023-01-21,gold,1971
3789,Peeter,Pihl,peeter.pihl@mail.ee,+372 5759 5476,Valga,2020-06-01,,1971
3790,Kadri,Liiv,kadri.liiv@telia.ee,+372 5604 0655,Tallinn,2022-01-11,gold,1994
3791,Ülle,Puusepp,ulle.puusepp@telia.ee,+372 8972 4153,Haapsalu,2021-07-28,gold,1970
3792,Urmas,Järv,,+372 5565 3862,Võru,2020-07-14,gold,1999
3793,Lea,Nõmm,lea.nomm@gmail.com,+372 5577 2152,Tallinn,2022-04-20,,1960
3794,Nele,Koppel,nele.koppel@telia.ee,+372 5565 1489,Tallinn,2023-01-02,,1979
3795,Taavi,Hurt,taavi.hurt@outlook.com,+372 5607 5815,Tallinn,2021-02-07,,1968
3796,Maris,Oja,maris.oja@mail.ee,+372 5846 5059,Tartu,2021-02-01,,1980
3797,Anna,Must,anna.must@outlook.com,+372 5287 3377,Pärnu,2024-05-22,,1968
3798,Annika,Aas,,+372 8310 9111,Tallinn,2024-04-07,,1965
3799,Merle,Raud,merle.raud@telia.ee,+372 5594 6899,Pärnu,2023-12-15,silver,1988
3800,Ene,Järv,ene.jarv@hot.ee,+372 5554 2594,Tallinn,2022-02-26,silver,1972
3801,Liis,Valk,liis.valk@hot.ee,+372 5491 6746,Tallinn,2025-01-31,bronze,1993
3802,Karin,Rosin,karin.rosin@hot.ee,+372 5595 0336,Tallinn,2023-11-19,,1980
3803,Maie,Raud,maie.raud@hot.ee,+372 5557 9797,Tallinn,2020-08-22,bronze,1994
3804,Anu,Sild,anu.sild@hot.ee,+372 5552 5979,Tallinn,2020-08-31,silver,2002
3805,Terje,Kivi,terje.kivi@outlook.com,+372 5387 4660,Rakvere,2022-08-24,bronze,2000
3806,Lauri,Tamm,lauri.tamm@outlook.com,+372 5420 2460,Võru,2021-11-03,,1981
3807,Sirje,Männik,sirje.mannik@mail.ee,+372 5448 3130,Tallinn,2024-08-24,silver,1966
3808,Anu,Liiv,anu.liiv2@hot.ee,+372 5340 1591,Tartu,2022-08-26,bronze,1963
3809,Toomas,Raid,toomas.raid@outlook.com,+372 8140 5583,Tartu,2022-02-04,gold,1975
3810,Pille,Sepp,pille.sepp@hot.ee,+372 5452 0649,Pärnu,2023-07-07,,1985
3811,Andres,Pihl,,+372 8830 3447,Narva,2022-07-03,bronze,1989
3812,Riina,Rand,riina.rand@yahoo.com,+372 5854 8846,Paide,2020-07-22,,2004
3813,Nele,Rebane,,+372 8976 5771,Tallinn,2021-09-08,silver,1996
3814,Külli,Mets,,+372 5416 8779,Pärnu,2022-08-13,,1981
3815,Marko,Mägi,,+372 5987 0533,Võru,2023-01-13,silver,1965
3816,Eha,Ilves,eha.ilves@hot.ee,+372 5426 7522,Tartu,2020-08-25,gold,1974
3817,Anna,Paas,,+372 5188 8168,Narva,2023-03-27,silver,1988
3818,Indrek,Männik,indrek.mannik@telia.ee,+372 8500 7365,Tallinn,2023-03-17,silver,1981
3819,Jüri,Kuusk,juri.kuusk@telia.ee,+372 5290 6064,Pärnu,2024-07-30,silver,1991
3820,Aivar,Lill,aivar.lill@telia.ee,+372 5630 3904,Pärnu,2022-03-31,,1980
3821,Tiina,Kõiv,tiina.koiv@yahoo.com,+372 5549 8094,Kuressaare,2022-12-29,,1998
3822,Liina,Kuusk,liina.kuusk2@yahoo.com,+372 8928 9413,Tallinn,2024-03-12,,1986
3823,Sirje,Kuusk,,+372 5520 3781,Valga,2025-01-29,,1974
3824,Andres,Lepp,andres.lepp@gmail.com,+372 5252 0531,Tartu,2021-10-25,gold,1999
3825,Kati,Paas,kati.paas@gmail.com,+372 5630 0051,Tallinn,2020-07-15,,2001
3826,Marko,Kask,marko.kask@yahoo.com,+372 8585 4277,Tartu,2021-03-29,bronze,2002
3827,Lea,Raid,lea.raid@outlook.com,+372 5138 7388,Paide,2023-10-15,silver,1994
3828,Pille,Põld,pille.pold@yahoo.com,+372 8974 2492,Tallinn,2022-07-21,,1961
3829,Katrin,Nurk,katrin.nurk@mail.ee,+372 8823 0907,Tallinn,2023-04-10,silver,2004
3830,Marko,Lõhmus,marko.lohmus@gmail.com,+372 5214 9105,Tartu,2021-03-09,,1985
3831,Maris,Rosin,maris.rosin@gmail.com,+372 5907 0225,Tartu,2021-11-22,silver,1964
3832,Kaido,Orav,kaido.orav@telia.ee,+372 5978 8346,Narva,2022-03-26,bronze,1965
3833,Mihkel,Pihl,mihkel.pihl@gmail.com,+372 5860 1893,Pärnu,2022-12-31,silver,1992
3834,Grete,Männik,grete.mannik@yahoo.com,+372 5225 7636,Tartu,2023-12-07,silver,1993
3835,Aivar,Luik,aivar.luik@gmail.com,+372 8568 6714,Võru,2024-04-08,bronze,1970
3836,Tiit,Arro,tiit.arro@outlook.com,+372 8744 7708,Tartu,2023-01-30,,1989
3837,Anu,Paas,anu.paas@mail.ee,+372 5919 6412,Tallinn,2022-08-25,,1961
3838,Ago,Kivi,ago.kivi@gmail.com,+372 5704 5882,Kuressaare,2024-01-12,,1996
3839,Tõnu,Värk,tonu.vark@outlook.com,+372 5759 2398,Tallinn,2020-02-29,bronze,1996
3840,Anna,Pärn,anna.parn@telia.ee,+372 8381 8138,Haapsalu,2021-08-08,gold,1995
3841,Taavi,Kõiv,taavi.koiv@yahoo.com,+372 5971 6770,Tallinn,2020-04-12,,1997
3842,Aivar,Koppel,aivar.koppel@hot.ee,+372 8594 9044,Tallinn,2023-11-08,bronze,1964
3843,Rein,Must,,+372 5927 9902,Tallinn,2023-08-30,silver,1991
3844,Merike,Veski,merike.veski@yahoo.com,+372 5719 9903,Tallinn,2024-09-15,,1967
3845,Meelis,Oja,meelis.oja@mail.ee,+372 5772 6115,Tallinn,2021-06-10,gold,1969
3846,Tiina,Luik,tiina.luik@mail.ee,+372 5994 5195,Tallinn,2021-04-08,silver,1996
3847,Andres,Kask,andres.kask@yahoo.com,+372 8457 7261,Kuressaare,2022-02-17,,1993
3848,Maie,Rosin,maie.rosin@yahoo.com,+372 8353 1588,Paide,2020-03-15,,1964
3849,Rasmus,Männik,rasmus.mannik3@gmail.com,+372 8136 3332,Tallinn,2021-05-15,gold,1978
3850,Piret,Puusepp,piret.puusepp@outlook.com,+372 5271 9509,Tallinn,2021-03-16,,1980
3851,Raivo,Pihl,raivo.pihl@outlook.com,+372 5691 2020,Võru,2022-03-30,bronze,1962
3852,Nele,Kivi,nele.kivi@telia.ee,+372 8189 2703,Võru,2021-06-25,,1961
3853,Olev,Kuusk,olev.kuusk@yahoo.com,+372 8335 2946,Pärnu,2022-12-05,silver,1997
3854,Toomas,Kivi,toomas.kivi@hot.ee,+372 5867 7046,Tallinn,2020-05-10,,1983
3855,Margus,Tammik,margus.tammik@yahoo.com,+372 5162 5383,Pärnu,2024-01-16,bronze,1997
3856,Kristi,Ilves,kristi.ilves@telia.ee,+372 5812 1142,Tallinn,2020-11-11,gold,1973
3857,Grete,Lepik,grete.lepik@outlook.com,+372 5897 5941,Tallinn,2020-10-05,,2005
3858,Annika,Nõmm,annika.nomm@mail.ee,+372 8479 1397,Jõhvi,2024-06-09,bronze,1999
3859,Priit,Mitt,priit.mitt@yahoo.com,+372 8342 2667,Pärnu,2022-10-10,,1982
3860,Sigrid,Arro,sigrid.arro@mail.ee,+372 5239 1317,Valga,2025-01-23,bronze,2002
3861,Mihkel,Talvik,mihkel.talvik@hot.ee,+372 5308 5459,Pärnu,2020-03-24,,1965
3862,Enn,Liiv,enn.liiv@yahoo.com,+372 5801 6397,Tallinn,2021-10-14,,2004
